﻿Data;Alterações
2026-02-11;"Correção: envolva syncStatuses em try-catch para evitar 500 quando a migração estiver pendente"
2026-02-11;"Recurso: atualizar página de configurações de arte para ser dinâmica e incluir Jogo Programado"
2026-02-11;"Recurso: implementar nomenclatura de plano de fundo específica do esporte para jogos programados"
2026-02-11;"Recurso: sincronização automática de status, status de campeonato inteligente e arte do Jogo Programado"
2026-02-10;"Recurso: melhorar o login, explorar, meus pedidos e funcionalidade da loja pública"
2026-02-10;"Recurso: Adicione a página do IA Lab e aumente o tempo limite de upload de fotos"
2026-02-10;"Correção: resolver o prefixo duplo/api nos URLs de arte de configurações"
2026-02-10;"Estilo: melhorar a visibilidade e a UI da edição do resumo da partida"
2026-02-10;"Recurso: permitir a edição de eventos de partida e pontuação no modal de resumo e corrigir a navegação após terminar a partida"
2026-02-11;"Corrija a tabela de classificação para running_points e limpe EventMatches"
2026-02-11;"Corrija erro de sintaxe no TeamDetails e garanta a implantação de back-end"
2026-02-11;"consertando"
2026-02-11;"consertando"
2026-02-11;"consertando"
2026-02-11;"consertando"
2026-02-11;"consertando"
2026-02-11;"consertando"
2026-02-11;"consertando"
2026-02-10;"Corrigir seleção de clube de acesso temporário para superadministrador"
2026-02-10;"feito"
2026-02-10;"Corrija a lógica das imagens do produto e torne os campos opcionais para administradores"
2026-02-10;"Corrigidos caminhos de upload de imagens e requisitos flexíveis de registro de jogadores"
2026-02-10;"Correção: Geração de URL de upload de imagem de produtos para usar Storage::url"
2026-02-10;"Correção: Reverter para usar a rota /api/storage para imagens (com segurança de corte)"
2026-02-10;"Correção: Remova o sufixo /api do URL base para construção de imagem"
2026-02-10;"Correção: Adicione trim() robusto às verificações de URL de imagem"
2026-02-10;"Correção: Corrija o acessor para não processar URLs completos (https://)"
2026-02-10;"Correção: Remover duplicação de /api na URL de imagens de produtos"
2026-02-10;"Correção: Correção de carregamento de imagens de produtos"
2026-02-10;"Recurso: Adiciona UI completa de produtos no assistente de corrida"
2026-02-10;"Recurso: Implementa sistema completo de produtos/brindes para corridas"
2026-02-09;"Recurso: adicionar funcionalidade de gol contra no Futsal e Futebol 7"
2026-02-09;"Correção: corrige lógica de gol contra - placar, seleção de jogador e visualização pública"
2026-02-09;"Recurso: adicionar modal de edição de jogadores com upload de foto"
2026-02-08;"Correção: adicionar rota web para página de teste de remoção de fundo"
2026-02-08;"Recurso: melhoria UX da arte do MVP e correção de abreviações"
2026-02-08;"Recurso: adicione página de teste para remoção de fundo com IA"
2026-02-08;"Correção: adicionar suporte completo ao GD para geração de artes"
2026-02-08;"Correção: corrige timer voltando no tempo na súmula"
2026-02-08;"Recurso: Adicionar logs detalhados na Súmula para depuração"
2026-02-08;"Recurso: Adicionar logs detalhados para debug do timer"
2026-02-08;"Correção: Timer roda localmente sem depender de update_at do servidor"
2026-02-08;"Correção: Sempre atualize update_at do timer para sincronização correta"
2026-02-08;"Correção: Corrigir drift de 24h no timer da partida"
2026-02-08;"Correção: Corrigir rótulos Traefik - usar domínio hardcoded e entrypoint 'https'"
2026-02-08;"Correção: Adicionar rótulos Traefik para Reverb no padrão do Coolify"
2026-02-08;"Correção: Simplifique a configuração do Reverb para gerenciamento pelo Coolify"
2026-02-08;"Correção: Ajustar rótulos Traefik para compatibilidade com Coolify"
2026-02-08;"Correção: Corrigir configuração do Reverb WebSocket para atualizações em tempo real"
2026-02-07;"Correção: bug de tempo de sincronização de frontend e estabilidade do gerador de arte"
2026-02-07;"Correção: erro de teclas de reverberação e gerador de arte fora dos limites"
2026-02-07;"Tarefa: ativar o modo de depuração para reverberação"
2026-02-07;"Correção: geração robusta de arte com substitutos e dependências externas removidas"
2026-02-07;"Recurso: sincronização robusta de timer com carimbos de data e hora do lado do servidor e indicador de status em tempo real"
2026-02-07;"Recurso: melhorar a UX da sumula móvel e adicionar opções desconhecidas/de meta própria"
2026-02-07;"Correção: adicione atraso de inicialização e verificação de integridade para evitar recusa de conexão de banco de dados"
2026-02-07;"Correção: adicione dependência direta de banco de dados ao serviço de reverberação"
2026-02-07;"infra: adicione rótulos Traefik para roteamento Reverb WebSocket"
2026-02-07;"Recurso: implementar seleção de MVP e corrigir ouvinte de Reverb"
2026-02-07;"Tarefa: mude a porta de reverberação para 9090"
2026-02-07;"Recurso: implementar atualizações em tempo real do Laravel Reverb e visualização de impressão de correspondência pública"
2026-02-07;"Correção: mostrar espaço reservado para relógio quando não sincronizado"
2026-02-07;"Recurso: melhore a visibilidade do relógio ao vivo e a capacidade de resposta do MatchDetailsModal"
2026-02-05;"Recurso: melhore a sincronização do cronômetro da partida ao vivo, a persistência e a automação da pontuação em todos os esportes"
2026-02-05;"Recurso: refinar a interface do usuário das súmulas esportivas, adicionar lógica de faltas para Futsal/Society e sincronização do cronômetro ao vivo para visualização pública"
2026-02-05;"Correção: Live Match Sync - implementou pings no servidor, recupera��ão de estado e atualizações de pontuação automática para todos os esportes"
2026-02-05;"Correção: aplicar lógica de sincronização robusta ao SumulaFutsal e backend"
2026-02-05;"Correção: sincronização robusta de início de correspondência e tratamento de erros na sumula"
2026-02-05;"Recurso: modal público de detalhes da partida com atualizações ao vivo e cronograma"
2026-02-05;"Estilo: Melhore a capacidade de resposta móvel para páginas de acesso temporário e do gerente de produto"
2026-02-05;"Recurso: Implemente o gerenciamento completo do produto (admin CRUD + visualização pública) e adicione navegação na barra lateral para Shop/TempAccess"
2026-02-05;"Recurso: Adicionar acesso temporário (administrador sazonal) com capacidade de renovação"
2026-02-05;"Recurso: Automatize a progressão do campeonato, disputa pelo 3º lugar e melhorias na interface do usuário"
2026-02-05;"Correção: mostrar prompt de login na página de perfil quando não autenticado"
2026-02-04;"Correção: league_playoffs devem se comportar como liga para seeding"
2026-02-04;"Refatoração: agendamento round robin mais limpo, sem registros fictícios assustadores"
2026-02-04;"Correção: comentários de limpeza em AdminChampionshipController"
2026-02-04;"Correção: erro de sintaxe no controlador"
2026-02-04;"Correção: registro intenso para depuração do agendador"
2026-02-04;"Recurso: melhorar a criação de clubes e depurar a geração de partidas"
2026-02-04;"Correção: adicione registro de depuração à geração de colchetes para investigar correspondências ausentes"
2026-02-04;"Recurso: corrigir problema de fuso horário de correspondência e adicionar suporte para vários trechos na geração de cronograma"
2026-02-04;"Recurso: atualizar o gerenciamento de partidas e adicionar pontuações de pênaltis"
2026-02-04;"Adicionar a funcionalidade Editar correspondência à página da lista de correspondências"
2026-02-04;"Remova a edição de categoria do modal de correspondência e remova o filtro Sem categoria"
2026-02-04;"Expanda as configurações do sistema com todos os espaços de arte de esportes coletivos"
2026-02-04;"Permitir registro simplificado de jogadores para administradores (é necessário apenas o nome)"
2026-02-04;"Implementar representação e filtragem de barra lateral para superadministrador"
2026-02-04;"Desative a alternância de modalidade na página Configurações"
2026-02-04;"Adicionar ClubForm com gerenciamento de modalidades para superadministrador"
2026-02-04;"Implementar rotas de exclusão e atualização de clube + recursos de front-end"
2026-02-04;"Adicionar painel de superadministrador: gerenciamento de clube e configurações do sistema"
2026-02-04;"Corrigir erro 500 de geração de colchetes: adicionar colunas group_name e is_knockout às correspondências"
2026-02-04;"Corrigir ClubHome: adicionar Futebol 7 e logotipo branco Bg"
2026-02-04;"Melhore a visibilidade do cabeçalho móvel"
2026-02-04;"Corrija a visibilidade excessiva no menu de configurações do celular"
2026-02-04;"Suporta filtragem de slug e nomenclatura padrão de slug"
2026-02-04;"Adicione suporte ao Futebol 7 nas configurações de arte"
2026-02-04;"Alterar o cabeçalho para o tema escuro no celular"
2026-02-04;"Filtre os esportes disponíveis no formulário de campeonato"
2026-02-04;"Adicionar pontos de extremidade para upload de logotipo e banner de configurações"
2026-02-04;"Corrija a falha na migração verificando se banner_url existe"
2026-02-04;"Corrija 500 erros e melhore o design móvel"
2026-02-03;"Correção: Remover variável indefinida na atualização de configurações"
2026-02-03;"Correção: Simplifique o salvamento de art_settings para evitar erro 500 no PUT"
2026-02-03;"Correção: Redirecionamento correto para sumula de Futebol 7 e outros esportes"
2026-02-03;"Separa fundos padrão de confronto para futebol e volei"
2026-02-03;"Correção: Adicione try-catch ao uploadGeneric no ImageUploadController"
2026-02-03;"Correção: Falha do AdminSettingController (500) causada por json_decode nas entradas do array"
2026-02-03;"Correção: Erro de upload do logotipo da equipe 500 usando colunas corretas (logo_url, logo_path)"
2026-02-03;"Correção: Estatísticas do painel, lógica do placar, botões do gerenciador de partidas e upload de ativos"
2026-02-03;"Correção: Renomeação do app para Esportes7, relatórios do dashboard, geração de colchetes e ativos de configurações"
2026-02-03;"Correção(upload): aumente o tempo limite para upload de fotos do jogador com remoção de AI BG"
2026-02-03;"Correção: remover definição de componente PlayerForm duplicado aninhado"
2026-02-03;"Correção: refatorar a estrutura do componente PlayerForm para corrigir problema de aninhamento"
2026-02-03;"Recurso: adicione upload de fotos com remoção de BG ao formulário do jogador e corrija rotas de upload"
2026-02-03;"Recurso: adicione novamente python deps ao Dockerfile, pois o erro de compilação foi corrigido no frontend"
2026-02-03;"Correção: reverter o Dockerfile para a versão anterior e corrigir erro de sintaxe do React"
2026-02-03;"Recurso: atualizar controladores de back-end, rotas de API e integração de front-end"
2026-02-02;"Correção: Atualize todos os acessadores de modelo para incluir o prefixo /api em URLs de armazenamento"
2026-02-02;"Correção: Adicione rota de armazenamento a api.php para compatibilidade com proxy Coolify"
2026-02-02;"Correção: Adicionar rota para servir arquivos de armazenamento via Laravel (o php artist serve não lida com links simbólicos)"
2026-02-02;"Correção: Adicione acessadores de URL a todos os modelos restantes (usuário, corrida, produto, postagem)"
2026-02-02;"Correção: Adicione acessadores de URL e link simbólico de armazenamento para exibir imagens enviadas corretamente"
2026-02-02;"Correção: forçar o recarregamento dos dados do campeonato após o upload da imagem para atualizar a UI"
2026-02-02;"debug: adicionados registros de console para solução de problemas de upload de imagens de campeonatos"
2026-02-02;"feature: uploads de imagens de campeonato organizados com estrutura de pastas adequada"
2026-02-02;"Correção: tratamento de erros da API do painel e relacionamentos de equipe"
2026-02-02;"ux: melhorou a navegação móvel e substituiu a carteira por registros"
2026-02-02;"feature: banners de clube personalizáveis com logo/brasão substituto"
2026-02-02;"feature: painel em tempo real com estatísticas e atividades ao vivo"
2026-02-02;"feature: separe o filtro 'Sem categoria' de 'Todos' no gerenciador de partidas"
2026-02-02;"Correção: manipulação segura de metadados no modelo GameMatch"
2026-02-02;"Correção: melhorar a validação de atualização de correspondência para lidar com mudanças de categoria"
2026-02-02;"Correção: corresponda ao erro de atualização 405 e melhore a capacidade de resposta móvel do administrador"
2026-02-02;"Correção: Crie categoria automaticamente na loja do campeonato e atribua automaticamente na adição da equipe"
2026-02-02;"Correção: Gerenciamento de correspondência administrativa, filtragem de categoria e atribuição automática"
2026-02-02;"Correção(reports): resolver problemas de dados do painel e remover artilheiros globais para lógica multiesportiva"
2026-02-02;"Correção(admin): finalizar melhorias no gerenciamento de equipes e jogadores"
2026-02-02;"Correção(admin): ativar a edição da equipe e melhorar a página de detalhes da equipe"
2026-02-02;"Recurso(sumula): padronizar o ciclo de vida do status da partida e o registro de eventos em todos os esportes"
2026-02-02;"Correção(matches): melhorar o ciclo de vida da correspondência e corrigir a consistência das strings de status"
2026-02-02;"Correção(matches): sincronizar modal de arbitragem e persistência entre visualizações de correspondências"
2026-02-02;"Correção(settings): garantir que as configurações de fonte e e-mail sejam mantidas no banco de dados"
2026-02-02;"Recurso(settings): simplificar a visualização e o layout da fonte"
2026-02-02;"Recurso: implementar configurações de identidade visual com cores, fontes e upload de imagens para campeonatos. Adicionada visualização ao vivo e exclusão automática de ativos antigos no VPS."
2026-02-01;"Recurso: melhore o AdminMatchManager com classificação de data e funcionalidade de edição de correspondência"
2026-02-01;"Recurso: unificar a lógica do resumo da partida (súmula) em todos os esportes e adicionar exclusão de eventos"
2026-02-01;"Estilo: ocultar botão de tempo limite para partidas de campo de futebol"
2026-02-01;"Recurso(sumula): adicionar funcionalidade de exclusão de evento à súmula de futebol"
2026-02-01;"Recurso(sumula): adicionar eventos de cartão azul, assistência e mvp à súmula de futebol"
2026-02-01;"Correção(sumula): corrigir carregamento de jogadores e registro de eventos na sumula de futebol"
2026-02-01;"Estilo: melhorar a lista de campeonatos nos detalhes da equipe com esporte e categoria"
2026-02-01;"Recurso: adicione campos extras de jogador e corrija requisitos obrigatórios para e-mail, cpf, data de nascimento e sexo"
2026-01-31;"Recurso(admin): adicionar link de gerenciamento de jogadores à página de equipes do campeonato"
2026-01-31;"Recurso(admin): ativar o gerenciamento de jogadores nos detalhes da equipe e corrigir a contagem simulada da equipe"
2026-01-31;"Recurso(admin): substitua a contagem simulada da equipe por dados reais no painel do campeonato"
2026-01-31;"Correção(teams): corrigir a atribuição da equipe ao campeonato e atualizar a lista de participantes - TeamList atualizada para buscar na tabela dinâmica Championship_team em vez de jogos - Feedback de gerenciamento de equipe aprimorado"
2026-01-31;"Correção: resolver erro 500 ao salvar categoria e melhorar a capacidade de resposta móvel - Adicionada coluna 'max_teams' ausente à tabela de categorias - Tipo de coluna 'gênero' alterado para string para suportar valores de frontend - Modelo de categoria atualizado preenchível - Implementadas visualizações baseadas em cartão e grades responsivas para categorias, partidas e jogadores"
2026-01-31;"Correção(category): corrigir erro de listagem 500 e erro de validação 422"
2026-01-31;"Correção(admin): reparar rotas e links quebrados no painel de administração"
2026-01-31;"Recurso(validation): regras de elegibilidade de idade e sexo para atletas e capitães"
2026-01-31;"Recurso(settings): cores de whitelabel, gerenciamento de modalidades e segurança de superadministrador"
2026-01-31;"Recurso(admin): configurações avançadas de gerenciamento e correções de relatórios"
2026-01-31;"Correção(admin): resolver problemas de menu móvel, remover itens de cabeçalho não utilizados e implementar dados reais do usuário e feed de atividades no painel"
2026-01-31;"Correção: Corrige botões e melhorias UX - Adiciona navegação real ao botão de categorias - AdminMatchManager usa formato do campeonato - Melhora responsividade mobile"
2026-01-31;"Correção: Correção de navegação do botão 'Ver Página Pública' para área pública (/events)"
2026-01-31;"Correção: Adicionado suporte para logo_url, cover_image_url e Registration_type"
2026-01-30;"Recurso: Sistema completo de Vôlei, Reports e Player Tracking"
2026-01-30;"Adicione súmulas completas para basquete, handebol e tênis de praia com regras específicas do esporte"
2026-01-30;"Corrija o SQL esportivo para corresponder a MODALIDADES.md - adicione esportes de combate e corrida"
2026-01-30;"Adicione súmula de futsal, inserção de SQL esportivo e roteamento dinâmico de súmula por esporte"
2026-01-29;"Correção(frontend): corrige rota do botão criar torneio para incluir prefixo /admin"
2026-01-29;"Recurso(admin): criação de dashboard de campeonato e melhoria de navegação"
2026-01-29;"Correção(frontend): remover falha de renderização ao exibir objeto esporte em vez de string"
2026-01-29;"Correção(admin): corrige acesso/login admin, habilita rotas backend, CRUD campeonatos e carteirinha"
2026-01-29;"Correção: corrigir classificação e adicionar melhorias UX"
2026-01-29;"Correção: acertar Fábricas e testes para representar ao esquema do banco"
2026-01-29;"Recurso: adicionar campos OCR (gender, rg, mother_name) + implementar testes automatizados PHPUnit"
2026-01-29;"Recurso: Implementar endpoint da agenda, login unificado e páginas de administração"
2026-01-29;"Correção: normalização de slug esportivo da tabela de classificação de back-end para lógica volei"
2026-01-29;"Correção: normalize o slug esportivo no Web EventDetails para corrigir itens de menu ausentes"
2026-01-29;"Correção: resolver 404 na classificação e adicionar guias de tipo de cartão"
2026-01-29;"Recurso: aprimore ArtGeneratorController para suportar vários tipos de arte e planos de fundo dinâmicos"
2026-01-29;"Recurso: implementar geração de arte MVP do lado do servidor e galeria da web no estilo legado"
2026-01-29;"Correção(frontend): restaurar importações de App.tsx e atualizar EventMatches com seções de status"
2026-01-29;"Recurso(frontend): implementar estatísticas de eventos, mvp, participantes e telas de espaço reservado para artes"
2026-01-29;"Correção(frontend): atualize EventMatches para usar o endpoint de correspondências corretas"
2026-01-29;"Correção(docker): remova NODE_ENV = desenvolvimento para garantir que a construção de produção use o caminho relativo da API"
2026-01-29;"Correção(build): desabilite a verificação estrita de tipo e remova tsc do script de construção para habilitar a implantação"
2026-01-29;"Correção(docker): use legado-peer-deps e force dev env para construção de front-end"
2026-01-29;"Recurso: implementar formatos de campeonato, lógica de grupos e limpeza de legado"
2026-01-27;"Recurso: redesenhar EventDetails para corresponder ao celular + melhorar a importação com o novo modo"
2026-01-28;"Correção: corrigir status de campeonato e filtragem de lista pública"
2026-01-28;"Correção: importar lógica de dados antiga para equipes, conjuntos, eventos e hierarquia de categorias"
2026-01-28;"Tarefa: adicionar rota de depuração csv"
2026-01-28;"Correção(api): carregar avidamente a relação esportiva e corrigir a lógica de filtragem de frontend"
2026-01-28;"Correção(seeder): evitar falhas em colunas CSV ausentes e melhorar o registro de saída"
2026-01-28;"Correção(seeder): permitir status de 'próximo' para campeonatos importados e mover CSVs para o caminho correto"
2026-01-28;"Recurso: melhorar a paridade da web com dispositivos móveis (filtragem ClubHome, atualização visual do Explore)"
2026-01-28;"Recurso: combine o fluxo da web com o fluxo de trabalho móvel (escolha clube -> página inicial do clube -> módulos)"
2026-01-28;"Recurso: adicione upload de documentos/fotos ao back-end e sincronize a página inicial da web com o fluxo móvel"
2026-01-28;"Correção: erros de compilação removendo vars não utilizados e corrigindo a versão do tailwind"
2026-01-28;"Correção: configuração nginx e env para phpmyadmin funcionar no subdiretório /db"
2026-01-28;"Correção: correção crítica sem login (payload incorreto login vs email e access_token)"
2026-01-28;"Correção: correção do endpoint de estatísticas públicas para suportar goleadores e maior pontuador de volei"
2026-01-28;"Recurso: implementação completa das páginas públicas (Explorar Eventos e Detalhes do Evento) estilo mobile em React Web"
2026-01-28;"Correção: adicionando postcss.config.js para corrigir o carregamento do TailwindCSS em produção"
2026-01-28;"Recurso: configuração de proxy para acessar api (/api) e phpmyadmin (/db) no mesmo domínio"
2026-01-28;"Tarefa: removendo portas expostas (80, 8082) para deixar o Coolify gerenciar ou roteamento"
2026-01-28;"Recurso: repositório limpo e reestruturado (backend + frontend) para implantar"
